url,concept_and_mnemonic
https://mammothmemory.net/biology/characteristics-and-classifications/taxonomy/remember-the-ordering-of-ranks-2.html,"```json
[
    {
        ""term"": ""Taxonomic Ranks"",
        ""definition"": ""The ordered ranks from kingdom to species used in taxonomy."",
        ""mnemonic"": ""Keep Ponds Clean Or Fish Get Sick"",
        ""image"": ""/images/user/base/Biology/remember-the-order-of-ranks-2.e13a906.jpg"",
        ""keywords"": [""Keep"", ""Ponds"", ""Clean"", ""Or"", ""Fish"", ""Get"", ""Sick""]
    }
]
```"
https://mammothmemory.net/biology/characteristics-and-classifications/taxonomy/the-binomial-system.html,"```json
[
    {
        ""term"": ""binomial system"",
        ""definition"": ""A system invented by Linnaeus, meaning 'two-part name'. The two names used are derived from genus and species."",
        ""mnemonic"": ""The genius (genus) who wrote the king’s speeches (species) became very fat due to his habit of eating several times a day at the best restaurants. The king came up with a special diet for him – the Buy No Meal system (binomial) that allowed only two named dishes a day made by the king’s own cook."",
        ""image"": ""/images/user/base/uncategorised/1.2.35 Image to remember the binomial system.jpg"",
        ""keywords"": [""genius"", ""speeches"", ""Buy No Meal""]
    }
]
```"
https://mammothmemory.net/biology/characteristics-and-classifications/taxonomy/examples-of-binomial-names.html,"```json
[
    {
        ""term"": ""Domestic cat"",
        ""definition"": ""<em>Felis catus</em>"",
        ""mnemonic"": ""Imagine a cat feeling a cactus (Felis catus)."",
        ""image"": ""/images/user/base/uncategorised/1.2.36 Image to remember Felis catus.jpg"",
        ""keywords"": [""feeling"", ""cactus"", ""Felis catus""]
    },
    {
        ""term"": ""Rubber plant"",
        ""definition"": ""<em>Ficus elastica</em>"",
        ""mnemonic"": ""Imagine a group of fighters with elastic bands (ficus elastica) on their faces, inviting people to 'come and fight us' at the rubber plant where they work."",
        ""image"": ""/images/user/base/uncategorised/1.2.40 Mnemonic to remember Ficus elastica.jpg"",
        ""keywords"": [""fighters"", ""elastic"", ""Ficus elastica"", ""rubber plant""]
    },
    {
        ""term"": ""Common daisy"",
        ""definition"": ""<em>Bellis perennis</em>"",
        ""mnemonic"": ""Imagine a daisy flower made of bells. Each bell is perennially (bellis perennis) ringing (ringing forever)."",
        ""image"": ""/images/user/base/uncategorised/1.2.42 Image to remember Bellis perennis.jpg"",
        ""keywords"": [""bell is"", ""perennially"", ""bellis perennis""]
    }
]
```"
https://mammothmemory.net/biology/characteristics-and-classifications/taxonomy/why-binomial-names-are-in-latin.html,"```json
[
    {
        ""term"": ""Binomial names"",
        ""definition"": ""Latin names used to universally identify species, with the first part of the name in upper case and the second part in lower case."",
        ""mnemonic"": ""At an airport in Latin America (Latin), the upper case was loaded into the taxi first, and the lower case was put in second."",
        ""image"": ""/images/user/base/uncategorised/1.2.44 Mnemonic showing how to write Latin names.jpg"",
        ""keywords"": [""Latin"", ""upper case"", ""lower case""]
    }
]
```"
https://mammothmemory.net/biology/characteristics-and-classifications/taxonomy/species.html,"```json
[
    {
        ""term"": ""Species"",
        ""definition"": ""A group of organisms that can interbreed to produce fertile offspring."",
        ""mnemonic"": ""Speeches (species) can only be made off a spring (offspring) board that’s fertile."",
        ""image"": ""/images/user/base/uncategorised/new-mnemonic-of-interbreed-species-made-off-a-fertile-spring-board.5701305.jpg"",
        ""keywords"": [""Speeches"", ""species"", ""spring"", ""offspring"", ""fertile""]
    }
]
```"
https://mammothmemory.net/biology/characteristics-and-classifications/dichotomous-keys/dichotomous-keys.html,"```json
[
    {
        ""term"": ""Dichotomous key"",
        ""definition"": ""A dichotomous key helps to determine the identity of animals, plants, and other living things. It consists of a series of choices, each with just two possible answers that lead the user to the correct name of a given item."",
        ""mnemonic"": ""A dyed cotton mouse with keys (dichotomous keys) has to unlock the door that best describes an aspect of her anatomy to move closer to identifying what she is."",
        ""image"": ""/images/user/base/uncategorised/1.2.46 Mnemonic of the dichotomous key.jpg"",
        ""keywords"": [""dyed cotton mouse"", ""keys""]
    }
]
```"
https://mammothmemory.net/biology/classification-of-animals/vertebrates/vertebrates.html,"```json
[
    {
        ""term"": ""Vertebrates"",
        ""definition"": ""Animals with backbones. They include bony fish, amphibians, reptiles, birds and mammals (including humans)."",
        ""mnemonic"": ""Imagine the human backbone as being a vertical brace (vertebrate) holding the body upright."",
        ""image"": ""/images/user/base/uncategorised/1.3.1 Verticle brace as vertibrate mnemonic.jpg"",
        ""keywords"": [""vertical brace""]
    }
]
```"
https://mammothmemory.net/biology/classification-of-animals/vertebrates/remember-the-five-classes-of-vertebrates-2.html,"```json
[
    {
        ""term"": ""Five classes of vertebrates"",
        ""definition"": ""The five classes of vertebrates include fish, amphibians, reptiles, mammals, and birds."",
        ""mnemonic"": ""Another useful mnemonic to help remember the five classes of vertebrates is FARM BIRDS."",
        ""image"": ""/images/user/base/Biology/classification-of-vertibrates-farm-birds.b042ee6.jpg"",
        ""keywords"": [""FARM"", ""BIRDS""]
    }
]
```"
https://mammothmemory.net/biology/classification-of-animals/vertebrates/homeotherm-warm-blooded.html,"```json
[
    {
        ""term"": ""Homeotherm"",
        ""definition"": ""An animal that can regulate its body temperature by means such as perspiring, shivering, and adjusting blood flow to the body surface areas. These are known as 'warm-blooded' animals."",
        ""mnemonic"": ""Think of a domestic cat that’s lost its fur having to turn up its built-in thermostat to stay warm at home. You could call it a home-meow-therm (homeotherm)."",
        ""image"": ""/images/user/base/uncategorised/1.3.20 Mnemonic of warm blooded mammals.jpg"",
        ""keywords"": [""home-meow"", ""therm""]
    }
]
```"
https://mammothmemory.net/biology/classification-of-animals/vertebrates/poikilotherm-cold-blooded.html,"```json
[
    {
        ""term"": ""Poikilotherm"",
        ""definition"": ""An animal that cannot regulate its own body temperature and changes temperature according to its environment; also known as cold-blooded."",
        ""mnemonic"": ""Imagine that a snake murdered someone in cold blood by biting and poisoning them. At the snake’s trial, the judge hands down a poison killer term (poikilotherm) of 35 years – and the snake wonders how it will manage to stay warm for so long in a cold cell."",
        ""image"": ""/images/user/base/uncategorised/1.3.21 Mnemonic of cold blooded animals.jpg"",
        ""keywords"": [""cold blood"", ""poi"", ""poison killer term""]
    }
]
```"
https://mammothmemory.net/biology/classification-of-animals/vertebrates/viviparous.html,"```json
[
    {
        ""term"": ""Viviparous"",
        ""definition"": ""Any animal species that gives birth to live young."",
        ""mnemonic"": ""Vive la Paris! (viviparous) – This Paris maternity hospital specialises in live births."",
        ""image"": ""/images/user/base/uncategorised/1.3.22 Viviparous mnemonic.jpg"",
        ""keywords"": [""Vive"", ""Paris"", ""live"", ""births""]
    }
]
```"
https://mammothmemory.net/biology/classification-of-animals/vertebrates/oviparous.html,"```json
[
    {
        ""term"": ""Oviparous"",
        ""definition"": ""Animals that lay eggs."",
        ""mnemonic"": ""Imagine birds laying eggs over Paris (oviparous)."",
        ""image"": ""/images/user/base/uncategorised/1.3.23 Oviparous mnemonic.jpg"",
        ""keywords"": [""over Paris""]
    }
]
```"
https://mammothmemory.net/biology/classification-of-animals/invertebrates/invertebrates.html,"```json
[
    {
        ""term"": ""Invertebrates"",
        ""definition"": ""Animals without backbones (opposite of vertebrates)."",
        ""mnemonic"": ""To remember the term invertebrate, imagine an earthworm goes to a building site for a job, but is told that because it doesn’t have a backbone, it will have to insert a brace (invertebrate) to make it stronger."",
        ""image"": ""/images/user/base/uncategorised/1.3.24 Invertebrates don’t have backbones mnemonic.jpg"",
        ""keywords"": [""insert a brace""]
    }
]
```"
https://mammothmemory.net/biology/classification-of-animals/invertebrates/arachnids.html,"```json
[
    {
        ""term"": ""Arachnids"",
        ""definition"": ""Arachnids, such as spiders, have 8 legs."",
        ""mnemonic"": ""Think of a group of kids wearing anoraks (anorak kids – arachnids) climbing a gate (eight)."",
        ""image"": ""/images/user/base/uncategorised/1.3.48 Mnemonic to remember arachnids.jpg"",
        ""keywords"": [""anorak kids"", ""gate""]
    }
]
```"
https://mammothmemory.net/biology/classification-of-animals/invertebrates/crustaceans.html,"```json
[
    {
        ""term"": ""Crustaceans"",
        ""definition"": ""Most crustaceans have 10 legs."",
        ""mnemonic"": ""Imagine bread with hard crusts (crustaceans) being pecked by a big hen (ten)."",
        ""image"": ""/images/user/base/uncategorised/1.3.50 Memonic to remember crustaceans.jpg"",
        ""keywords"": [""crusts"", ""hen""]
    }
]
```"
https://mammothmemory.net/biology/classification-of-animals/invertebrates/myriapods.html,"```json
[
    {
        ""term"": ""Myriapods"",
        ""definition"": ""Myriapods have 20 or more legs."",
        ""mnemonic"": ""Think of a group of mirrors (myriapods) with lots of legs, playing in a football match, all hoping to score (score is an old word for the number 20)."",
        ""image"": ""/images/user/base/uncategorised/1.3.52 Mnemonic to remember myriapods.jpg"",
        ""keywords"": [
            ""mirrors"",
            ""myriapods"",
            ""score""
        ]
    }
]
```"
https://mammothmemory.net/biology/classification-of-animals/bony-and-cartilaginous-fish/bony-and-cartilaginous-fish.html,"```json
[
    {
        ""term"": ""Bony and cartilaginous fish"",
        ""definition"": ""Fish are separated into two main types depending on what their skeleton is made of. Bony fish have skeletons made of bone, while cartilaginous fish have skeletons made of cartilage."",
        ""mnemonic"": ""The bony (bones) fish was driving a very powerful go kart (cartilage)."",
        ""image"": ""/images/user/base/uncategorised/1.3.54 Mnemonic to remember bony and cartilaginous fish.jpg"",
        ""keywords"": [""bony"", ""fish"", ""go"", ""kart""]
    }
]
```"
https://mammothmemory.net/biology/classification-of-animals/bony-and-cartilaginous-fish/cartilaginous-fish-slits-and-sharks.html,"```json
[
    {
        ""term"": ""Cartilaginous fish"",
        ""definition"": ""Fish with five to ten sets of gill slits, unlike bony fish which have plates that cover their gills."",
        ""mnemonic"": ""If you look closely at the go kart (cartilage) you will see it is shaped like a shark and has five slits down its side."",
        ""image"": ""/images/user/base/uncategorised/1.3.57 Gills on a shark image.jpg"",
        ""keywords"": [""go kart""]
    }
]
```"
https://mammothmemory.net/biology/classification-of-animals/bony-and-cartilaginous-fish/bony-fish.html,"```json
[
    {
        ""term"": ""Bony fish"",
        ""definition"": ""Bony fish possess an organ called a swim bladder which can alter buoyancy to maintain or adjust their position in the water."",
        ""mnemonic"": ""The bony fish had to go and relieve its bladder."",
        ""image"": ""/images/user/base/uncategorised/1.3.61 Mnemonic of bony fish with swim bladder.jpg"",
        ""keywords"": ""bladder""
    }
]
```"
https://mammothmemory.net/biology/classification-of-animals/bony-and-cartilaginous-fish/the-fins-on-a-fish.html,"```json
[
    {
        ""term"": ""Dorsal fin"",
        ""definition"": ""A fin located on the back of a fish, used for stability in swimming."",
        ""mnemonic"": ""Imagine on the top of the fish a Door Sail (Dorsal) instead of a fin."",
        ""image"": ""/images/user/base/uncategorised/1.3.64 Dorsall fin mnemonic.jpg"",
        ""keywords"": [""Door Sail""]
    }
]
```"
https://mammothmemory.net/biology/skeletons-and-bones/skeleton-and-bones/humerus.html,"```json
[
    {
        ""term"": ""Humerus"",
        ""definition"": ""The humerus is the bone between the shoulder and the elbow of vertebrate animals, and it is under the bicep."",
        ""mnemonic"": ""The woman had biceps so enormous that everyone thought they were humorous (humerus)."",
        ""image"": ""/images/user/base/uncategorised/1.32.8 Humerus mnemonic.jpg"",
        ""keywords"": [""humorous""]
    }
]
```"
https://mammothmemory.net/biology/skeletons-and-bones/skeleton-and-bones/femur.html,"```json
[
    {
        ""term"": ""Femur"",
        ""definition"": ""The femur is the bone within the thigh."",
        ""mnemonic"": ""<span style=\""color: #ff0000;\"">Feel my</span> (femur) leg on the thigh."",
        ""image"": ""/images/user/base/uncategorised/1.32.10 Femur memory aid.jpg"",
        ""keywords"": [""Feel my""]
    }
]
```"
https://mammothmemory.net/biology/skeletons-and-bones/skeleton-and-bones/clavicle.html,"```json
[
    {
        ""term"": ""Clavicle"",
        ""definition"": ""The clavicle is your collar bone."",
        ""mnemonic"": ""They all have epaulettes on their shoulders apart from one who has classic vehicles (clavicles) on hers."",
        ""image"": ""/images/user/base/uncategorised/1.32.12 Clavicle mnemonic.jpg"",
        ""keywords"": [""cla-s-sic"", ""vehicles""]
    }
]
```"
https://mammothmemory.net/biology/skeletons-and-bones/skeleton-and-bones/sternum.html,"```json
[
    {
        ""term"": ""Sternum"",
        ""definition"": ""The sternum or the breast bone has two clavicles attached to it and seven sets of ribs."",
        ""mnemonic"": ""The witch took the breast bone from a skeleton because she needed something that looked like a spoon for her cauldrons in order to stir them (sternum)."",
        ""image"": ""/images/user/base/uncategorised/1.32.14 Sternum prompt.jpg"",
        ""keywords"": [""breast bone"", ""stir them""]
    }
]
```"
https://mammothmemory.net/biology/skeletons-and-bones/skeleton-and-bones/scapula.html,"```json
[
    {
        ""term"": ""Scapula"",
        ""definition"": ""The scapula is the shoulder blade."",
        ""mnemonic"": ""Scrap your car (scapula) by pushing it off the cliff with your shoulder blades."",
        ""image"": ""/images/user/base/uncategorised/1.32.16 Scapula memory prompt.jpg"",
        ""keywords"": [
            ""Scrap your car""
        ]
    }
]
```"
https://mammothmemory.net/biology/skeletons-and-bones/skeleton-and-bones/the-radius.html,"```json
[
    {
        ""term"": ""Radius"",
        ""definition"": ""The radius goes from the elbow to the wrist on the thumb side of your hand."",
        ""mnemonic"": ""You cannot change stations on wrist radios without using your thumb. (Thumb side)"",
        ""image"": ""/images/user/base/uncategorised/1.32.18 Radius memory prompt.jpg"",
        ""keywords"": [""radios"", ""thumb""]
    }
]
```"
https://mammothmemory.net/biology/skeletons-and-bones/skeleton-and-bones/the-ulna.html,"```json
[
    {
        ""term"": ""Ulna"",
        ""definition"": ""The ulna is a long bone that goes from the elbow to the wrist on the little finger side of the hand."",
        ""mnemonic"": ""An old nurse (ulna) sews an elbow patch on her old jumper."",
        ""image"": ""/images/user/base/uncategorised/1.32.20 Ulna memory aid.jpg"",
        ""keywords"": [""old nurse"", ""elbow""]
    }
]
```"
https://mammothmemory.net/biology/skeletons-and-bones/skeleton-and-bones/radius-vs-ulna.html,"```json
[
    {
        ""term"": ""Radius"",
        ""definition"": ""One of the two bones in the forearm, connected to the thumb side."",
        ""mnemonic"": ""‘Hooray,’ (radius) she said, and then put her thumb up."",
        ""image"": ""/images/user/base/uncategorised/1.32.22 Thumbs up memory action.jpg"",
        ""keywords"": [""Hooray"", ""Ray""]
    }
]
```"
https://mammothmemory.net/biology/skeletons-and-bones/skeleton-and-bones/the-carpals.html,"```json
[
    {
        ""term"": ""Carpals"",
        ""definition"": ""The carpals are the bones in the wrist. There are 8 bones."",
        ""mnemonic"": ""I do car pulls (carpals) through the gate (8) using the strength of my wrists."",
        ""image"": ""/images/user/base/uncategorised/1.32.23 The carpals memory aid.jpg"",
        ""keywords"": [""car pulls"", ""gate""]
    }
]
```"
https://mammothmemory.net/biology/skeletons-and-bones/skeleton-and-bones/metacarpals.html,"```json
[
    {
        ""term"": ""Metacarpals"",
        ""definition"": ""The metacarpals are the 5 bones in the palm (middle) of your hand. They are between the carpals and the phalanges (fingers)."",
        ""mnemonic"": ""I met a car pull (metacarpal) team in action right next to the car pull (carpal) sign."",
        ""image"": ""/images/user/base/uncategorised/1.32.25 Metacarpals memory aid.jpg"",
        ""keywords"": [""met a car pull"", ""car pull""]
    }
]
```"
https://mammothmemory.net/biology/skeletons-and-bones/skeleton-and-bones/tarsals.html,"```json
[
    {
        ""term"": ""Tarsals"",
        ""definition"": ""The tarsal bones are in your feet."",
        ""mnemonic"": ""A woman stepped in tar with the soles (tarsals) of her feet."",
        ""image"": ""/images/user/base/uncategorised/1.32.27 Tarsal mnemonic.jpg"",
        ""keywords"": [""tar"", ""soles""]
    }
]
```"
https://mammothmemory.net/biology/skeletons-and-bones/skeleton-and-bones/metatarsals.html,"```json
[
    {
        ""term"": ""Metatarsals"",
        ""definition"": ""The metatarsals are the five bones in the middle of your foot next to the tarsals and the phalanges (toes)."",
        ""mnemonic"": ""Her girlfriend met her and looked at her tarred soles (metatarsals) which were next to other tarred soles (tarsals)."",
        ""image"": ""/images/user/base/uncategorised/1.32.29 Metatarsals memory aid.jpg"",
        ""keywords"": [""met her"", ""tarred soles""]
    }
]
```"
https://mammothmemory.net/biology/skeletons-and-bones/skeleton-and-bones/phalanges.html,"```json
[
    {
        ""term"": ""Phalanges"",
        ""definition"": ""The phalanges are the bones in your hands that make up your fingers and the bones in your foot that make up your toes."",
        ""mnemonic"": ""Flanges (phalanges) can be done up by standing on my toes and using my fingers."",
        ""image"": ""/images/user/base/uncategorised/1.32.31 Phalanges memory image.jpg"",
        ""keywords"": [""flanges"", ""toes"", ""fingers""]
    }
]
```"
https://mammothmemory.net/biology/skeletons-and-bones/skeleton-and-bones/tibia.html,"```json
[
    {
        ""term"": ""Tibia"",
        ""definition"": ""The tibia is your shin bone and runs from your knee to your ankle."",
        ""mnemonic"": ""I have a fifty pence tip for ya (tibia) if you lend me your shin pads."",
        ""image"": ""/images/user/base/uncategorised/1.32.33 Tibia memory aid.jpg"",
        ""keywords"": [""tip for ya"", ""shin""]
    }
]
```"
https://mammothmemory.net/biology/skeletons-and-bones/skeleton-and-bones/fibula.html,"```json
[
    {
        ""term"": ""Fibula"",
        ""definition"": ""The fibula is your calf bone and runs from your knee to your ankle."",
        ""mnemonic"": ""You can tell this calf will fib a lot (fibula) because its nose has grown!"",
        ""image"": ""/images/user/base/uncategorised/1.32.35 Fibula memory aid.jpg"",
        ""keywords"": [""calf"", ""fib"", ""lot""]
    }
]
```"
https://mammothmemory.net/biology/skeletons-and-bones/skeleton-and-bones/patella.html,"```json
[
    {
        ""term"": ""Patella"",
        ""definition"": ""The patella is the knee cap."",
        ""mnemonic"": ""The patio fella (patella) has to use knee pads."",
        ""image"": ""/images/user/base/uncategorised/1.32.37 Patella bone image.jpg"",
        ""keywords"": [
            ""patio fella"",
            ""knee""
        ]
    }
]
```"
https://mammothmemory.net/biology/skeletons-and-bones/skeleton-and-bones/pelvic-girdle.html,"```json
[
    {
        ""term"": ""Pelvic girdle"",
        ""definition"": ""The pelvic girdle comprises your hips. Your legs attach to it on each side."",
        ""mnemonic"": ""All the hurdlers need to get their pelvis over the hurdle (pelvic girdle)."",
        ""image"": ""/images/user/base/uncategorised/1.32.39 Pelvic girdle memory aid.jpg"",
        ""keywords"": [""pelvis"", ""hurdle""]
    }
]
```"
https://mammothmemory.net/biology/skeletons-and-bones/skeleton-and-bones/remembering-all-of-the-bones-in-the-spine.html,"```json
[
    {
        ""term"": ""Vertebrae"",
        ""definition"": ""The back bone is made up of small bones called vertebrae."",
        ""mnemonic"": ""A woman broke her back, so she has to go to hospital and have a vertical brace (vertebrae) fitted."",
        ""image"": ""/images/user/base/uncategorised/1.32.41 Vertebral column or spine image.jpg"",
        ""keywords"": [""vertical brace""]
    }
]
```"
https://mammothmemory.net/biology/skeletons-and-bones/skeleton-and-bones/cervical-vertebrae.html,"```json
[
    {
        ""term"": ""Cervical vertebrae"",
        ""definition"": ""The first 7 vertebrae called cervical vertebrae."",
        ""mnemonic"": ""She finds it difficult to feed herself so her food is served by a vicar (cervical), who also prays to heaven (7) for her to get better."",
        ""image"": ""/images/user/base/uncategorised/1.32.43 Cervical vertebrae memory aid.jpg"",
        ""keywords"": [""served"", ""vicar"", ""heaven""]
    }
]
```"
https://mammothmemory.net/biology/skeletons-and-bones/skeleton-and-bones/thoracic-vertebrae.html,"```json
[
    {
        ""term"": ""Thoracic Vertebrae"",
        ""definition"": ""The next 12 vertebrae in the spine, part of the thorax supported by ribs where the heart and lungs are contained."",
        ""mnemonic"": ""She hears Thor singing some 12 Bar Blues while he works and she thinks: Thor and his axe at it (thoracic) again!"",
        ""image"": ""/images/user/base/uncategorised/1.32.45 Thoracic vertebrae.jpg"",
        ""keywords"": [""Thor"", ""axe"", ""it""]
    }
]
```"
https://mammothmemory.net/biology/skeletons-and-bones/skeleton-and-bones/lumbar-vertebrae.html,"```json
[
    {
        ""term"": ""Lumbar Vertebrae"",
        ""definition"": ""The next 5 vertebrae are the lumbar vertebrae."",
        ""mnemonic"": ""The lumber (lumbar) crashes into the hospital, bringing a hive (5) with it which was hanging in the tree."",
        ""image"": ""/images/user/base/uncategorised/1.32.47 Lumbar mnemonic.jpg"",
        ""keywords"": [""lumber"", ""hive""]
    }
]
```"
https://mammothmemory.net/biology/skeletons-and-bones/skeleton-and-bones/sacrum.html,"```json
[
    {
        ""term"": ""Sacrum"",
        ""definition"": ""The sacrum is a large triangular bone made of fused vertebrae, located at the lower end of the spine, and is where nerves exit the spinal canal."",
        ""mnemonic"": ""Thor gets the sack and runs (sacrum) away from the hospital with the lumber."",
        ""image"": ""/images/user/base/uncategorised/1.32.49 Sacrum memory prompt.jpg"",
        ""keywords"": [
            ""sack"",
            ""runs""
        ]
    }
]
```"
https://mammothmemory.net/biology/skeletons-and-bones/skeleton-and-bones/coccyx.html,"```json
[
    {
        ""term"": ""Coccyx"",
        ""definition"": ""The coccyx is the last vertebrae in the spine and is connected to the sacrum."",
        ""mnemonic"": ""The police finally catch up with Thor and put him in jail. Now all he can do is watch the clock tick (coccyx) in his cell and tell people his tale (tail)."",
        ""image"": ""/images/user/base/uncategorised/1.32.51 Coccyx memory aid.jpg"",
        ""keywords"": [""clock"", ""tick"", ""tale""]
    }
]
```"
https://mammothmemory.net/biology/skeletons-and-bones/endoskeletons-and-exoskeletons/endoskeletons-and-exoskeletons.html,"```json
[
    {
        ""term"": ""Endoskeleton"",
        ""definition"": ""A skeleton that is internal and inside the body, such as in mammals."",
        ""mnemonic"": ""<span style=\""color: #ff0000;\"">En</span>doskeleton              =         <span style=\""color: #ff0000;\""> En</span>ter In          =          Inside               =          Internal"",
        ""image"": ""/images/user/base/uncategorised/1.32.1 Endo in exo out image.jpg"",
        ""keywords"": [""En"", ""Enter In"", ""Inside"", ""Internal""]
    },
    {
        ""term"": ""Exoskeleton"",
        ""definition"": ""A skeleton that is external and outside the body, such as in insects and crustaceans."",
        ""mnemonic"": ""<span style=\""color: #ff0000;\"">Ex</span>oskeleton                 =          <span style=\""color: #ff0000;\"">Ex</span>it                  =          Outside            =          External"",
        ""image"": ""/images/user/base/uncategorised/1.32.1 Endo in exo out image.jpg"",
        ""keywords"": [""Ex"", ""Exit"", ""Outside"", ""External""]
    }
]
```"
https://mammothmemory.net/biology/skeletons-and-bones/endoskeletons-and-exoskeletons/exoskeletons-and-chitin.html,"```json
[
    {
        ""term"": ""Chitin"",
        ""definition"": ""Chitin is a rigid modified glucose that forms around an organism and is a component of exoskeletons."",
        ""mnemonic"": ""The crab had hold of a kite made of tin (chitin), but the kite flew out of the exit (exoskeleton) door."",
        ""image"": ""/images/user/base/uncategorised/1.32.6 Chitin memory aid.jpg"",
        ""keywords"": [""kite"", ""tin"", ""exit""]
    }
]
```"
https://mammothmemory.net/biology/skeletons-and-bones/the-ear/the-ear.html,"```json
[
    {
        ""term"": ""Ossicles"",
        ""definition"": ""The ossicles are three bones within the ear consisting of the malleus, incus, and the stapes."",
        ""mnemonic"": ""‘Can you hear that horse coming?’ It’s a horse on a cycle (ossicles) which is bringing the mail to us (malleus) for our ink (incus) and staples (stapes)."",
        ""image"": ""/images/user/base/uncategorised/1.32.60 Mnemonic of the ear.jpg"",
        ""keywords"": [""ear"", ""horse"", ""cycle"", ""mail to us"", ""ink"", ""staples""]
    }
]
```"
https://mammothmemory.net/biology/muscles/muscles/antagonist-muscles.html,"```json
[
    {
        ""term"": ""Antagonist Muscles"",
        ""definition"": ""Muscles which work in pairs and opposites. The agonist muscle causes the action, while the antagonist relaxes. These roles reverse when the action works the other way."",
        ""mnemonic"": ""The antagonism she cause with a stick (antagonistic) was beyond belief she should have used her stick but although they were a pair of twins they were complete personality opposites."",
        ""image"": ""/images/user/base/Sports Science/remember-antagonistic-muscle-pairs-in-sports-science-vocabulary-3.d2e2dec.jpg"",
        ""keywords"": [""antagoni"", ""stick"", ""pair"", ""opposites""]
    }
]
```"
https://mammothmemory.net/biology/muscles/muscles/agonist-muscle-and-antagonist-muscle.html,"```json
[
    {
        ""term"": ""Agonist Muscle"",
        ""definition"": ""The muscle that moves the bone."",
        ""mnemonic"": ""A simple way to remember the agonist and antagonist is to think of one muscle being in agony (agonist) when lifting something heavy."",
        ""image"": ""/images/user/base/Sports Science/remember-antagonistic-muscle-pairs-in-sports-science-vocabulary-1.7aec8f3.jpg"",
        ""keywords"": [
            ""agon"",
            ""agony""
        ]
    },
    {
        ""term"": ""Antagonist Muscle"",
        ""definition"": ""The relaxed muscle in an antagonistic pair."",
        ""mnemonic"": ""The relaxed muscle is anti-lifting (antagonist)."",
        ""image"": ""/images/user/base/Sports Science/remember-antagonistic-muscle-pairs-in-sports-science-vocabulary-1.7aec8f3.jpg"",
        ""keywords"": [
            ""ant"",
            ""anti-lifting""
        ]
    }
]
```"
https://mammothmemory.net/biology/muscles/muscles/latissimus-dorsi.html,"```json
[
    {
        ""term"": ""Latissimus Dorsi"",
        ""definition"": ""A broad, flat muscle that stretches to the sides of the middle and lower back."",
        ""mnemonic"": ""A latch is a must on doors, I (latissimus dorsi) can see one, but it's very low down on the back of the door."",
        ""image"": ""/images/user/base/Sports Science/remember-latissimus-dorsi-in-sports-science-vocabulary.4c7d430.jpg"",
        ""keywords"": [""A lat"", ""is a mus"", ""doors"", ""I"", ""low"", ""back""]
    }
]
```"
https://mammothmemory.net/biology/muscles/muscles/trapezius.html,"```json
[
    {
        ""term"": ""Trapezius"",
        ""definition"": ""A broad flat muscle covering the neck, upper back, and shoulders."",
        ""mnemonic"": ""A way to remember this is to realise that the trapezius is named for its trapezoidal shape."",
        ""image"": ""/images/user/base/Sports Science/remember-trapezius-in-sports-science-vocabulary.1b1ccca.jpg"",
        ""keywords"": ""trapezoidal""
    }
]
```"
https://mammothmemory.net/biology/muscles/muscles/calf-muscles.html,"```json
[
    {
        ""term"": ""Calf Muscles"",
        ""definition"": ""Two muscles positioned on the back of the lower leg"",
        ""mnemonic"": ""She wasn't a typical calf (calf); she had strong muscles on the back of her lower legs that allowed her to stand up."",
        ""image"": ""/images/user/base/Sports Science/remember-calf-muscles-in-sports-science-vocabulary.52f57df.jpg"",
        ""keywords"": [""calf""]
    }
]
```"
https://mammothmemory.net/biology/muscles/muscles/oblique.html,"```json
[
    {
        ""term"": ""Oblique"",
        ""definition"": ""Muscle positioned on the sides of the torso which assists body rotation and bending"",
        ""mnemonic"": ""It's going to be a bleak (oblique) winter. It's freezing outside but inside (side of the body) it's warm."",
        ""image"": ""/images/user/base/Sports Science/remember-oblique-in-sports-science-vocabulary.263f5f1.jpg"",
        ""keywords"": [""a bleak"", ""outside"", ""inside""]
    }
]
```"
https://mammothmemory.net/biology/muscles/muscles/pectoral-muscles.html,"```json
[
    {
        ""term"": ""Pectoral Muscles"",
        ""definition"": ""The muscles that connect the front of the chest to the bones of the upper arm and shoulder"",
        ""mnemonic"": ""The bird sitting on his shoulder pecked and tore all (pectoral) his shirt away around his chest."",
        ""image"": ""/images/user/base/Sports Science/remember-pectoral-muscles-in-sports-science-vocabulary.c8aded9.jpg"",
        ""keywords"": [""peck"", ""tore all"", ""chest""]
    }
]
```"
https://mammothmemory.net/biology/muscles/muscles/masseter.html,"```json
[
    {
        ""term"": ""Masseter"",
        ""definition"": ""A muscle in the jaw that provides power for chewing"",
        ""mnemonic"": ""It was massive and tough (masseter). The steak made my jaw muscles ache from chewing."",
        ""image"": ""/images/user/base/Sports Science/remember-masseter-in-sports-science-vocabulary.c08fb1b.jpg"",
        ""keywords"": [""mass"", ""a"", ""tough"", ""jaw muscles"", ""chew""]
    }
]
```"
